,Seccion,Categoria,Descripcion,Precio/Kg,Precio,PrecioPrevio,Ofertas,Promociones,Enlace
927,Perfumería e Higiene,Bio en Alimentación infantil,"
Loción corporal hidratante ecológica Natural Denenes 400 ml.","1,04 €/100 ml","4,15 €",,,,https://www.carrefour.es/supermercado/locion-corporal-hidratante-ecologica-natural-denenes-400-ml-denenes-naturals/R-fprod1180195/p?prtId=cat20049
928,Perfumería e Higiene,Bio en Alimentación infantil,"
Champú de romero para cabello fino ecológico Urtekram 500 ml.","2,65 €/100 ml","13,25 €",,,,https://www.carrefour.es/supermercado/champu-de-romero-para-cabello-fino-ecologico-urtekram-500-ml-urtekram/R-prod820132/p?prtId=cat20049
929,Perfumería e Higiene,Bio en Alimentación infantil,"
Champú de aloe vera para cabello normal ecológico Urtekram 500 ml.","2,65 €/100 ml","13,25 €",,,,https://www.carrefour.es/supermercado/champu-de-aloe-vera-para-cabello-normal-ecologico-urtekram-500-ml-urtekram/R-prod820085/p?prtId=cat20049
930,Perfumería e Higiene,Bio en Alimentación infantil,"
Colonia infantil ecológica Natural Denenes 500 ml.","0,85 €/100 ml","4,25 €",,,,https://www.carrefour.es/supermercado/colonia-infantil-ecologica-natural-denenes-500-ml-denenes-naturals/R-fprod1180191/p?prtId=cat20049
931,Perfumería e Higiene,Bio en Alimentación infantil,"
Acondicionador de coco para cabello normal ecológico Urtekram 180 ml.","4,44 €/100 ml","8,00 €",,,,https://www.carrefour.es/supermercado/acondicionador-de-coco-para-cabello-normal-ecologico-urtekram-180-ml-urtekram/R-prod810806/p?prtId=cat20049
932,Perfumería e Higiene,Bio en Alimentación infantil,"
Gel-champú relajante Baby Care ecológico Elifexir 500 ml","2,86 €/100 ml","14,30 €",,,,https://www.carrefour.es/supermercado/gel-champu-relajante-baby-care-ecologico-elifexir-500-ml-elifexir/R-prod81551/p?prtId=cat20049
933,Perfumería e Higiene,Bio en Alimentación infantil,"
Crema solar bebé SPF 50+ ecológica Acorelle 50 ml.","37,60 €/100 ml","18,80 €",,,,https://www.carrefour.es/supermercado/crema-solar-bebe-spf-50-ecologica-acorelle-50-ml-acorelle/R-prod81567/p?prtId=cat20049
934,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento Alimenticio desde 12 meses sabor chocolate Pediasure 850gr","26,12 €/kg","22,20 €",,,2ª al -50%,https://www.carrefour.es/supermercado/complemento-alimenticio-desde-12-meses-sabor-chocolate-pediasure-850gr-pediasure/R-735888942/p
935,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Infusión de tila, melisa y manzanilla Blevit sueño 150 g.","54,33 €/kg","8,15 €",,,2ª al -50%,https://www.carrefour.es/supermercado/infusion-de-tila-melisa-y-manzanilla-blevit-sueno-150-g-blevit/R-590508954/p
936,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Infusión de manzanilla e hinojo Blevit digest 150 g.","54,33 €/kg","8,15 €",,,2ª al -50%,https://www.carrefour.es/supermercado/infusion-de-manzanilla-e-hinojo-blevit-digest-150-g-blevit/R-590508938/p
937,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento Alimenticio desde 12 meses sabor vainilla Pediasure 850gr","26,12 €/kg","22,20 €",,,2ª al -50%,https://www.carrefour.es/supermercado/complemento-alimenticio-desde-12-meses-sabor-vainilla-pediasure-850gr-pediasure/R-736814094/p
938,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Infusión instantánea para ayuda al descanso Almirón Digest 200 g.","34,50 €/kg","6,90 €",,,,https://www.carrefour.es/supermercado/infusion-instantanea-para-ayuda-al-descanso-almiron-digest-200-g-almiron/R-590511066/p
939,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Preparado laxante con ciruela, tamarindo y kiwi Blevit L 150 g.","54,33 €/kg","8,15 €",,,,https://www.carrefour.es/supermercado/preparado-laxante-con-ciruela-tamarindo-y-kiwi-blevit-l-150-g-blevit/R-590508940/p
940,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento alimenticio de vainilla en polvo Pediasure 400 g.","32,37 €/kg","12,95 €",,,,https://www.carrefour.es/supermercado/complemento-alimenticio-de-vainilla-en-polvo-pediasure-400-g-pediasure/R-792556701/p
941,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento alimenticio de chocolate Pediasure Drink pack de 4 unidades de 200 ml.","9,56 €/l","7,65 €",,,2ª al -50%,https://www.carrefour.es/supermercado/complemento-alimenticio-de-chocolate-pediasure-drink-pack-de-4-unidades-de-200-ml-pediasure/R-fprod1190059/p
942,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento Alimenticio desde 12 meses sabor chocolate Pediasure 400 g.","32,37 €/kg","12,95 €",,,2ª al -50%,https://www.carrefour.es/supermercado/complemento-alimenticio-desde-12-meses-sabor-chocolate-pediasure-400-g-pediasure/R-736424787/p
943,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento Alimenticio desde 12 meses sabor fresa Pediasure 850 g.","26,12 €/kg","22,20 €",,,2ª al -50%,https://www.carrefour.es/supermercado/complemento-alimenticio-desde-12-meses-sabor-fresa-pediasure-850-g-pediasure/R-735888946/p
944,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Infusión instantánea para aliviar gases Almirón Digest 200 g.","34,50 €/kg","6,90 €",,,,https://www.carrefour.es/supermercado/infusion-instantanea-para-aliviar-gases-almiron-digest-200-g-almiron/R-590511064/p
945,Sidra,Complementos Alimenticios e Infusiones para bebé,"
Complemento alimenticio de vainilla Pediasure Drink pack de 4 unidades de 200 ml.","10,38 €/l","8,30 €",,,2ª al -50%,https://www.carrefour.es/supermercado/complemento-alimenticio-de-vainilla-pediasure-drink-pack-de-4-unidades-de-200-ml-pediasure/R-fprod1190061/p
946,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Compota de manzana y fresa Carrefour Kids pack de 4 bolsitas de 90 g.","4,75 €/kg","1,71 €",,,,https://www.carrefour.es/supermercado/compota-de-manzana-y-fresa-carrefour-kids-pack-de-4-bolsitas-de-90-g-carrefour-kids/R-827618741/p
947,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Preparado de plátano y fresa sin azúcar añadido Hero Mi fruta pack de 4 bolsitas de 100 g.","9,75 €/kg","3,90 €",,,,https://www.carrefour.es/supermercado/preparado-de-platano-y-fresa-sin-azucar-anadido-hero-mi-fruta-pack-de-4-bolsitas-de-100-g-hero/R-prod1022844/p
948,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo natural desde 6 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 8 unidades de 100 g.","4,62 €/kg",,"
4,25 €","
3,70 €",3x2,https://www.carrefour.es/supermercado/postre-lacteo-natural-desde-6-meses-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-8-unidades-de-100-g-yogolino/R-870200774/p
949,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Preparado de naranja, plátano y galleta sin azúcar añadido Hero Mi fruta sin aceite de palma pack de 4 bolsitas de 100 g.","9,75 €/kg","3,90 €",,,,https://www.carrefour.es/supermercado/preparado-de-naranja-platano-y-galleta-sin-azucar-anadido-hero-mi-fruta-sin-aceite-de-palma-pack-de-4-bolsitas-de-100-g-hero/R-prod1022842/p
950,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo fresa desde 8 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 8 undidades de 100 g.","5,11 €/kg","4,09 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-fresa-desde-8-meses-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-8-undidades-de-100-g-yogolino/R-823705690/p
951,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo de plátano desde 6 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 8 unidades de 100 g.","5,11 €/kg","4,09 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-de-platano-desde-6-meses-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-8-unidades-de-100-g-yogolino/R-823705692/p
952,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo de natillas desde 6 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.","5,50 €/kg","2,20 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-de-natillas-desde-6-meses-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-4-unidades-de-100-g-yogolino/R-654702009/p
953,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Preparado de frutas mediterráneo Hero Nanos sin gluten bolsita de 100 g.","7,90 €/kg","0,79 €",,,,https://www.carrefour.es/supermercado/preparado-de-frutas-mediterraneo-hero-nanos-sin-gluten-bolsita-de-100-g-hero/R-748813084/p
954,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Yogur con plátano y fresa Hero Mi Merienda pack de 4 bolsitas de 100 g.","9,75 €/kg","3,90 €",,,,https://www.carrefour.es/supermercado/yogur-con-platano-y-fresa-hero-mi-merienda-pack-de-4-bolsitas-de-100-g-hero/R-prod1022845/p
955,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Bolsita Fruta Manzana-Platano Hero Baby 100 gr","7,90 €/kg","0,79 €",,,,https://www.carrefour.es/supermercado/bolsita-fruta-manzana-platano-hero-baby-100-gr-hero/R-824302021/p
956,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Yogur natural sin azúcar añadido desde los 6 meses Mi primer Danone pack de 4 unidades de 100 g.","6,62 €/kg","2,65 €",,,,https://www.carrefour.es/supermercado/yogur-natural-sin-azucar-anadido-desde-los-6-meses-mi-primer-danone-pack-de-4-unidades-de-100-g-danone/R-prod690054/p
957,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Bolsita de plátano, frambuesa y arándanos con avena ecológica Organix 100 g.","12,10 €/kg","1,21 €",,,,https://www.carrefour.es/supermercado/bolsita-de-platano-frambuesa-y-arandanos-con-avena-ecologica-organix-100-g-organix/R-VC4AECOMM-477587/p
958,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Bosita de plátano, fresa y arándanos con quinoa ecológica Organix 100 g.","12,10 €/kg","1,21 €",,,,https://www.carrefour.es/supermercado/bosita-de-platano-fresa-y-arandanos-con-quinoa-ecologica-organix-100-g-organix/R-VC4AECOMM-477597/p
959,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre Lácteo con frutas variadas y queso fresco desde 8 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.","5,37 €/kg","2,15 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-con-frutas-variadas-y-queso-fresco-desde-8-meses-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-4-unidades-de-100-g-yogolino/R-583901539/p
960,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo de fresa y plátano desde 6 meses sin azúcares añadidos Nestlé Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.","5,37 €/kg","2,15 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-de-fresa-y-platano-desde-6-meses-sin-azucares-anadidos-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-4-unidades-de-100-g-yogolino/R-fprod1180160/p
961,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Preparado de plátano, pera y naranja ecológica Hero Solo pack 4 unidades de 100 g.","10,38 €/kg","4,15 €",,,3x2,https://www.carrefour.es/supermercado/preparado-de-platano-pera-y-naranja-ecologica-hero-solo-pack-4-unidades-de-100-g-hero-solo/R-VC4AECOMM-445578/p
962,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo de pera desde 6 meses Nestlé Yogolino sin gluten sin aceite de palma pack de 4 unidades de 100 g.","5,37 €/kg","2,15 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-de-pera-desde-6-meses-nestle-yogolino-sin-gluten-sin-aceite-de-palma-pack-de-4-unidades-de-100-g-yogolino/R-794746555/p
963,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Preparado de 4 frutas Nestlé sin gluten pack de 4 unidades de 90 g.","7,78 €/kg","2,80 €",,,,https://www.carrefour.es/supermercado/preparado-de-4-frutas-nestle-sin-gluten-pack-de-4-unidades-de-90-g-nestle/R-fprod1280129/p
964,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Bolsitas Nestlé 4 Frutas 90 grs","9,67 €/kg","0,87 €",,,,https://www.carrefour.es/supermercado/bolsitas-nestle-4-frutas-90-grs-nestle/R-776104275/p
965,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Yogur con tres frutas sin azúcar añadido desde los 6 meses Mi primer Danone pack de 4 unidades de 100 g.","6,62 €/kg","2,65 €",,,,https://www.carrefour.es/supermercado/yogur-con-tres-frutas-sin-azucar-anadido-desde-los-6-meses-mi-primer-danone-pack-de-4-unidades-de-100-g-danone/R-prod690019/p
966,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Preparado de fruta tropical Hero Nanos sin gluten bolsita de 100 g.","7,90 €/kg","0,79 €",,,,https://www.carrefour.es/supermercado/preparado-de-fruta-tropical-hero-nanos-sin-gluten-bolsita-de-100-g-hero/R-748813086/p
967,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Yogur de manzana y fresa ecológica Hero Solo bolsita 100 g, ","10,60 €/kg","1,06 €",,,3x2,https://www.carrefour.es/supermercado/yogur-de-manzana-y-fresa-ecologica-hero-solo-bolsita-100-g-hero-solo/R-VC4AECOMM-486068/p
968,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Postre lácteo suave y cremoso de plátano y melocotón desde 6 meses Nestlé Yogolino pack de 6 unidades 60 g.","6,25 €/kg","2,25 €",,,3x2,https://www.carrefour.es/supermercado/postre-lacteo-suave-y-cremoso-de-platano-y-melocoton-desde-6-meses-nestle-yogolino-pack-de-6-unidades-60-g-yogolino/R-844913260/p
969,Sidra,"Postres, Zumos, Petit y Yogures Infantiles","
Pouch de Frutas Variadas Ecológico Smileat 100 g","11,40 €/kg","1,14 €",,,3x2,https://www.carrefour.es/supermercado/pouch-de-frutas-variadas-ecologico-smileat-100-g-smileat/R-prod395442/p
970,Sidra,Leches Infantiles,"
Leche de Continuación Puleva Peques 3 Líquida Slim 1l","1,45 €/l","1,45 €",,,"12 x 1,29€/ud.",https://www.carrefour.es/supermercado/leche-de-continuacion-puleva-peques-3-liquida-slim-1l-puleva/R-521028708/p
971,Sidra,Leches Infantiles,"
Leche de Continuación Puleva Peques 3 con Cereales 1l","1,45 €/l","1,45 €",,,"12 x 1,29€/ud.",https://www.carrefour.es/supermercado/leche-de-continuacion-puleva-peques-3-con-cereales-1l-puleva/R-521028710/p
972,Sidra,Leches Infantiles,"
Leche de Continuación Puleva Peques 3 con Cereales y Fruta 600ml","2,43 €/l","1,46 €",,,,https://www.carrefour.es/supermercado/leche-de-continuacion-puleva-peques-3-con-cereales-y-fruta-600ml-puleva/R-521028716/p
973,Sidra,Leches Infantiles,"
Leche infantil de crecimiento con galleta maría desde 24 meses Nestlé Junior sin aceite de palma brick 1 l.","1,48 €/l","1,48 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-con-galleta-maria-desde-24-meses-nestle-junior-sin-aceite-de-palma-brick-1-l-nestle/R-654902650/p
974,Sidra,Leches Infantiles,"
Crecimiento Nestlé Junior Original a partir de 1 Año 1l","1,44 €/l",,"
1,50 €","
1,44 €",3x2,https://www.carrefour.es/supermercado/crecimiento-nestle-junior-original-a-partir-de-1-ano-1l-nestle/R-521028700/p
975,Sidra,Leches Infantiles,"
Leche de Continuación Puleva Peques 3 con Cereales y Cacao 600ml","2,35 €/l","1,41 €",,,,https://www.carrefour.es/supermercado/leche-de-continuacion-puleva-peques-3-con-cereales-y-cacao-600ml-puleva/R-521028718/p
976,Sidra,Leches Infantiles,"
Leche infantil de crecimiento cereales desde 2 años Nestlé Junior sin aceite de palma brick 1 l.","1,50 €/l","1,50 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-cereales-desde-2-anos-nestle-junior-sin-aceite-de-palma-brick-1-l-nestle/R-VC4AECOMM-496800/p
977,Sidra,Leches Infantiles,"
Leche infantil de continuación en polvo Nativa 2 lata sin aceite de palma 800 g.","9,75 €/kg","7,80 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-continuacion-en-polvo-nativa-2-lata-sin-aceite-de-palma-800-g-nativa/R-521002279/p
978,Sidra,Leches Infantiles,"
Leche infantil de continuación desde 6 meses en polvo Almirón Advance 2 1200 g.","17,83 €/kg","21,40 €",,,2ª al -50%,https://www.carrefour.es/supermercado/leche-infantil-de-continuacion-desde-6-meses-en-polvo-almiron-advance-2-1200-g-almiron/R-712703613/p
979,Sidra,Leches Infantiles,"
Leche infantil de crecimiento 1+ año con cereales Nestlé Junior sin aceite de palma brick 1 l.","1,50 €/l","1,50 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-1-ano-con-cereales-nestle-junior-sin-aceite-de-palma-brick-1-l-nestle/R-521028712/p
980,Sidra,Leches Infantiles,"
Leche infantil de continuación desde los 6 meses en polvo Nan Optipro 2 lata 800 g.","17,00 €/kg","13,60 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-continuacion-desde-los-6-meses-en-polvo-nan-optipro-2-lata-800-g-nestle/R-590504444/p
981,Sidra,Leches Infantiles,"
Leche en Polvo Nidina 1 Premium para Lactantes 800 gr","17,44 €/kg","13,95 €",,,,https://www.carrefour.es/supermercado/leche-en-polvo-nidina-1-premium-para-lactantes-800-gr-nidina/R-531705121/p
982,Sidra,Leches Infantiles,"
Leche infantil de crecimiento sabor galleta maría desde 1 año Nestlé Junior sin aceite de palma brick 1 l.","1,50 €/l","1,50 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-sabor-galleta-maria-desde-1-ano-nestle-junior-sin-aceite-de-palma-brick-1-l-nestle/R-773503947/p
983,Sidra,Leches Infantiles,"
Leche infantil de crecimiento original desde 1 año Nestlé Junior sin aceite de palma brik 1 l.","1,44 €/l",,"
1,58 €","
1,44 €",3x2,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-original-desde-1-ano-nestle-junior-sin-aceite-de-palma-brik-1-l-nestle/R-VC4AECOMM-488588/p
984,Sidra,Leches Infantiles,"
Leche de Continuación Nidina 2 Premium en Polvo 6 meses 1000g","14,10 €/kg","14,10 €",,,,https://www.carrefour.es/supermercado/leche-de-continuacion-nidina-2-premium-en-polvo-6-meses-1000g-nidina/R-748813072/p
985,Sidra,Leches Infantiles,"
Leche infantil de crecimiento desde los 12 meses en polvo Nan Optipro 3 lata 800 g.","17,00 €/kg","13,60 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-desde-los-12-meses-en-polvo-nan-optipro-3-lata-800-g-nestle/R-590504446/p
986,Sidra,Leches Infantiles,"
Leche infantil de crecimiento desde los 12 meses en polvo Almirón Advance 3 1200 g.","16,71 €/kg","20,05 €",,,2ª al -50%,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-desde-los-12-meses-en-polvo-almiron-advance-3-1200-g-almiron/R-713315936/p
987,Sidra,Leches Infantiles,"
Leche de Continuación Puleva Peques 2 Líquida Slim 1l","1,45 €/l","1,45 €",,,"12 x 1,29€/ud.",https://www.carrefour.es/supermercado/leche-de-continuacion-puleva-peques-2-liquida-slim-1l-puleva/R-521028674/p
988,Sidra,Leches Infantiles,"
Leche infantil de crecimiento en polvo Nativa 3 sin aceite de palma 800 g.","11,69 €/kg","9,35 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-crecimiento-en-polvo-nativa-3-sin-aceite-de-palma-800-g-nativa/R-635101925/p
989,Sidra,Leches Infantiles,"
Leche infantil de continuación desde 6 meses en polvo Blemil Plus Optimum 2 lata 800 g.","26,69 €/kg","21,35 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-continuacion-desde-6-meses-en-polvo-blemil-plus-optimum-2-lata-800-g-blemil/R-prod930161/p
990,Sidra,Leches Infantiles,"
Leche infantil para lactantes Nan Supreme 1 lata 800 g.","28,62 €/kg","22,90 €",,,,https://www.carrefour.es/supermercado/leche-infantil-para-lactantes-nan-supreme-1-lata-800-g-nestle/R-prod310544/p
991,Sidra,Leches Infantiles,"
Leche infantil para lactantes en polvo Nan Optipro 1 lata 800 g.","21,62 €/kg","17,30 €",,,,https://www.carrefour.es/supermercado/leche-infantil-para-lactantes-en-polvo-nan-optipro-1-lata-800-g-nestle/R-590504442/p
992,Sidra,Leches Infantiles,"
Leche infantil de inicio desde el primer día en polvo Almirón Avance 1 1200 g.","23,12 €/kg","27,75 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-inicio-desde-el-primer-dia-en-polvo-almiron-avance-1-1200-g-almiron/R-prod301513/p
993,Sidra,Leches Infantiles,"
Leche infantil de continuación desde los 6 meses Nidina 2 Premium sin aceite de palma 800 g.","16,25 €/kg","13,00 €",,,,https://www.carrefour.es/supermercado/leche-infantil-de-continuacion-desde-los-6-meses-nidina-2-premium-sin-aceite-de-palma-800-g-nidina/R-521002286/p
994,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses multicereales integrales sin azúcar añadido ecológica Hipp 400 g.","10,87 €/kg","4,35 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-multicereales-integrales-sin-azucar-anadido-ecologica-hipp-400-g-hipp/R-741800813/p
995,Sidra,Papillas y Galletas,"
Papilla multicereales desde 6 meses ecológica Carrefour Baby Bio 400 g.","7,75 €/kg","3,10 €",,,,https://www.carrefour.es/supermercado/papilla-multicereales-desde-6-meses-ecologica-carrefour-baby-bio-400-g-carrefour-bio/R-VC4AECOMM-432829/p
996,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 Cereales sin azúcares añadidos Hero Baby sin lactosa sin aceite de palma 820 gr","6,89 €/kg",,"
6,10 €","
5,65 €",3x2,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-sin-azucares-anadidos-hero-baby-sin-lactosa-sin-aceite-de-palma-820-gr-hero/R-prod1161192/p
997,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 Cereales con Galleta María  Nestlé 1200 g.","5,21 €/kg","6,25 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-con-galleta-maria-nestle-1200-g-nestle/R-635101923/p
998,Sidra,Papillas y Galletas,"
Snacks de Lentejas y Maíz Ecológicos Hero Baby Solo 50 g","32,80 €/kg","1,64 €",,,3x2,https://www.carrefour.es/supermercado/snacks-de-lentejas-y-maiz-ecologicos-hero-baby-solo-50-g-hero-solo/R-prod620222/p
999,Sidra,Papillas y Galletas,"
Snacks de Guisantes y Maíz Ecológicos Hero Baby Solo 50 g","32,80 €/kg","1,64 €",,,3x2,https://www.carrefour.es/supermercado/snacks-de-guisantes-y-maiz-ecologicos-hero-baby-solo-50-g-hero-solo/R-fprod1180194/p
1000,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 cereales con miel Nestlé sin aceite de palma 1200 g.","5,21 €/kg","6,25 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-con-miel-nestle-sin-aceite-de-palma-1200-g-nestle/R-521028917/p
1001,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 cereales con galleta maría sin azúcar añadido Nestlé sin aceite de palma  2400 g.","4,77 €/kg","11,45 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-con-galleta-maria-sin-azucar-anadido-nestle-sin-aceite-de-palma-2400-g-nestle/R-prod590556/p
1002,Sidra,Papillas y Galletas,"
Galletas infantiles desde 8 meses de espelta y fruta ecológicas Smileat 220 g.","15,00 €/kg","3,30 €",,,3x2,https://www.carrefour.es/supermercado/galletas-infantiles-desde-8-meses-de-espelta-y-fruta-ecologicas-smileat-220-g-smileat/R-prod780112/p
1003,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses de 8 cereales integrales sin azúcar añadido Nestlé sin aceite de palma 1200 g.","5,21 €/kg","6,25 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-de-8-cereales-integrales-sin-azucar-anadido-nestle-sin-aceite-de-palma-1200-g-nestle/R-521028925/p
1004,Sidra,Papillas y Galletas,"
Panecillos de cereales con plátano y calabaza ecológicos Smileat sin gluten 60 g.","46,67 €/kg","2,80 €",,,3x2,https://www.carrefour.es/supermercado/panecillos-de-cereales-con-platano-y-calabaza-ecologicos-smileat-sin-gluten-60-g-smileat/R-fprod1220100/p
1005,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 cereales sin azúcar añadido Nestlé sin aceite de palma 2400 g.","4,77 €/kg","11,45 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-sin-azucar-anadido-nestle-sin-aceite-de-palma-2400-g-nestle/R-prod590553/p
1006,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 Cereales con Galleta sin azúcares añadidos Hero Baby sin lactosa sin aceite de palma 820 gr","6,89 €/kg",,"
6,10 €","
5,65 €",3x2,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-con-galleta-sin-azucares-anadidos-hero-baby-sin-lactosa-sin-aceite-de-palma-820-gr-hero/R-prod1161117/p
1007,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses multicereal ecológica Hero Baby Solo 300 g.","8,83 €/kg","2,65 €",,,3x2,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-multicereal-ecologica-hero-baby-solo-300-g-hero-solo/R-870200666/p
1008,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses de 8 cereales integrales sin azúcar añadido Blevit plus Superfibra 600 g.","12,83 €/kg","7,70 €",,,2ª al -50%,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-de-8-cereales-integrales-sin-azucar-anadido-blevit-plus-superfibra-600-g-blevit/R-617101707/p
1009,Sidra,Papillas y Galletas,"
Papilla infantil desde 12 meses 8 Cereales con Cacao Nestlé 600 g.","5,98 €/kg","3,59 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-12-meses-8-cereales-con-cacao-nestle-600-g-nestle/R-521028935/p
1010,Sidra,Papillas y Galletas,"
Galletitas Almirón Advance 180 g","11,06 €/kg",,"
2,09 €","
1,99 €",2ª al -50%,https://www.carrefour.es/supermercado/galletitas-almiron-advance-180-g-almiron/R-713315964/p
1011,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 cereales con miel sin azúcares añadidos Hero Baby sin lactosa sin aceite de palma 820 g.","6,89 €/kg",,"
6,10 €","
5,65 €",3x2,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-con-miel-sin-azucares-anadidos-hero-baby-sin-lactosa-sin-aceite-de-palma-820-g-hero/R-prod1161168/p
1012,Sidra,Papillas y Galletas,"
Papilla infantil desde 6 meses 8 Cereales con miel Nestlé sin aceite de palma 2400 g","4,77 €/kg","11,45 €",,,,https://www.carrefour.es/supermercado/papilla-infantil-desde-6-meses-8-cereales-con-miel-nestle-sin-aceite-de-palma-2400-g-nestle/R-prod590557/p
1013,Sidra,Papillas y Galletas,"
Galletas infantiles desde 6-10 meses Nestlé 180 g.","13,89 €/kg","2,50 €",,,,https://www.carrefour.es/supermercado/galletas-infantiles-desde-6-10-meses-nestle-180-g-nestle/R-844913258/p
