,Descripcion,Precio/Kg,Precio,PrecioPrevio,Ofertas,Promociones
14227,"
Galletas agridulces 9 de Oro sin lactosa 200 g.","
 200 G. |
5,80 €/kg","1,16 €",,,
14228,"
Tulipas Carrefour 75 g.","
 75 G. |
16,38 €/kg","1,31 €",,,
14229,"
Morenitas de Avena Pagesa 250 g.","
 250 G. |
9,60 €/kg","2,40 €",,,
14230,"
Galletas con avena integral Schär sin gluten 130 g.","
 130 G. |
21,15 €/kg","2,75 €",,,
14231,"
Cigarrillos de Tolosa Casa Eceiza 160 g.","
 160 G. |
32,19 €/kg","5,15 €",,,
14232,"
Cigarrillos de chocolate Casa Eceiza 200 g.","
 200 G. |
25,75 €/kg","5,15 €",,,
14233,"
Sticks de galleta bañados de chocolate Mels 125 g.","
 125 G. |
5,20 €/kg","1,56 €",,,
14234,"
Barritas sustitutivas de chocolate negro Bicentury 128 g.","
 128 G. |
17,62 €/kg","3,70 €",,,
14235,"
Tejas y cigarrillos de Tolosa Casa Eceiza 300 g.","
 300 G. |
27,33 €/kg","8,20 €",,,
14236,"
Galletas de chocolate con leche Digestive Slim Siro 175 g.","
 175 G. |
7,83 €/kg","1,37 €",,,
14237,"
Mini barquillo con leche y crema de avellana MinusL sin lactosa 100 g.","
 100 G. |
30,50 €/kg","3,05 €",,,
14238,"
Galletas rellenas de crema de chocolate Gullón 435 g.","
 435 G. |
2,30 €/kg","1,00 €",,,
14239,"
Galletas de barquillo de chocolate Diet Nature Gullón 210 g.","
 210 G. |
7,10 €/kg","1,49 €",,,
14240,"
Galletas de algarroba ecológicas Bio Darma 130 g.","
 130 G. |
15,38 €/kg","2,00 €",,,
14241,"
Galletas Elite 150 g.","
 150 G. |
17,33 €/kg","2,60 €",,,
14242,"
Galletas de chocolate Mignon MinusL 200 g.","
 200 G. |
20,25 €/kg","4,05 €",,,
14243,"
Tejas y cigarrillos de chocolate  Casa Eceiza 350 g.","
 350 G. |
23,43 €/kg","8,20 €",,,
14244,"
Mini cigarrillos cacao Carrefour 180 g.","
 180 G. |
16,61 €/kg","2,99 €",,,
14245,"
Galletas María ecológicas Carrefour Bio sin aceite de palma 400 g.","
 400 G. |
4,18 €/kg","1,67 €",,,
14246,"
Galleta de espelta y avena mini Carrefour 200 g.","
 200 G. |
5,80 €/kg","1,16 €",,,
14247,"
Galletas de quinoa y naranja mini Carrefour 200 g.","
 200 G. |
6,05 €/kg","1,21 €",,,
14248,"
Galletas de barquillo rellenas de vainilla sin azúcar Diet Nature Gullón 210 g.","
 210 G. |
6,95 €/kg","1,46 €",,,
14249,"
Galletas con pepitas de chocolate negro Proceli sin gluten 120 g.","
 120 G. |
17,50 €/kg","2,10 €",,,
14250,"
Galletas de chocolate ecológicas Celibene sin gluten 200 g.","
 200 G. |
15,50 €/kg","3,10 €",,,
14251,,,,,,
14252,"
Salchichón extra 50% raza duroc en finas lonchas Boadas sin gluten 100 g","
 100 Gr |
19,90 €/kg","1,99 €",,,
14253,"
Salchichón extra duroc Revilla 100 g.","
 100 G. |
21,00 €/kg","2,10 €",,,
14254,"
Salchichón Regio en lonchas Argal sin gluten 75 g.","
 75 G. |
15,12 €/kg","1,21 €",,,
14255,,,,,,
14256,"
Jamón de cebo ibérico curado 50 % raza ibérica Calidad y Origen Carrefour 100 g aprox","
 Envase De  100.0 G. Aprox |
65,00 €/kg","6,50 €",,,
14257,"
Jamón curado D.O.P Teruel De Nuestra Tierra 100 g aprox","
 Envase De  100.0 G. Aprox |
40,00 €/kg","4,00 €",,,
14258,"
Jamón de bellota ibérico 100% raza ibérica D.O. Extremadura De Nuestra Tierra corte a cuchillo 100 g aprox","
 Bandeja De 100.0 G. Aprox |
155,00 €/kg","15,50 €",,,
14259,"
Jamón de bellota ibérico 75% raza ibérica 100 g aprox","
 Envase De 100.0 G. Aprox |
139,00 €/kg","13,90 €",,,
14260,"
Jamón de bellota ibérico 100% raza ibérica 100 g aprox","
 Envase De 100.0 G. Aprox |
219,00 €/kg","21,90 €",,,
14261,"
Jamón de bellota ibérico 100% raza ibérica 100 g aprox","
 Envase De 100.0 G. Aprox |
169,00 €/kg","16,90 €",,,
14262,,,,,,
14263,"
Centro jamón serrano Gran Reserva Carrefour al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
21,95 €/kg","3,29 €",,,
14264,"
Centro jamón reserva Pedro Diego Salamanca al corte 150 g aprox ","
 Envase De  150.0 G. Aprox |
22,90 €/kg","3,43 €",,,
14265,"
Jamón reserva deshuesado ElPozo al corte 250 g aprox","
 Envase De 250.0 G. Aprox |
18,95 €/kg","4,74 €",,,
14266,"
Centro jamón curado Navidul al corte 250 g aprox","
 Envase De  250.0 G. Aprox |
24,90 €/kg","6,22 €",,,
14267,"
Centro de jamón curado bodega reducido en sal Villar sin lactosa 150 g aprox","
 Envase De 150.0 G. Aprox |
18,90 €/kg","2,83 €",,,
14268,"
Centro paleta cebo ibérica 50% raza ibérica S.Peñaranda 150 g aprox","
 Envase De  150.0 G. Aprox |
44,95 €/kg","6,74 €",,,
14269,"
Centro jamón cebo ibérico 50% raza ibérica Navidul sin lactosa 150 g aprox","
 Envase De  150.0 G. Aprox |
49,95 €/kg","7,49 €",,,
14270,,,,,,
14271,"
Caramelos sabor peppermint sin azúcar Smint White 21 g.","
 21 G. |
76,67 €/kg","1,61 €",,,
14272,"
Caramelos de goma Lollies Chupa Chups sin gluten 175 g.","
 175 G. |
10,97 €/kg","1,92 €",,,
14273,"
Caramelo con palo relleno de chicle sabores surtidos  Bon Bon Bum Colombina pack de 24 unidades de 17 g.","
 Pack 24x17 G. |
10,79 €/kg","4,39 €",,,
14274,"
Caramelos de goma Favoritos Haribo 1 kg","
 1 Kg. |
4,75 €/kg","4,75 €",,,
14275,"
Chicles sabor hierbabuena Orbit  14 g.","
 14 G. |
12,00 €/kg","1,02 €",,,
14276,"
Chicles sabor eucalipto Orbit 10 ud.","
 10 Ud. |
72,86 €/kg","1,02 €",,,
14277,"
Caramelos sabor toffe Werther's 50 g.","
 50 G. |
22,40 €/kg","1,12 €",,,
14278,"
Chicles sabor menta Five 31 g.","
 31 G. |
13,92 €/kg","1,67 €",,,
14279,"
Chicles sabor frutas silvestres Mentos 30 g.","
 30 G. |
56,33 €/kg","1,69 €",,,
14280,"
Caramelos Rainbow Mentos 114 g.","
 114 G. |
16,58 €/kg","1,89 €",,,
14281,"
Caramelos de frutas Nerds 142 g.","
 142 G. |
26,07 €/kg","3,65 €",,,
14282,"
Caramelos de goma Funky Mix Haribo 1 kg.","
 1 Kg. |
4,75 €/kg","4,75 €",,,
14283,"
Chicles sabor menta Orbit 10 ud.","
 10 Ud. |
102,00 €/100 g","1,02 €",,,
14284,"
Chicles sabor sandía Orbit 10 ud.","
 10 Ud. |
72,86 €/kg","1,02 €",,,
14285,"
Chicles sabor hierbabuena White Orbit 10 ud.","
 10 Ud. |
79,29 €/kg","1,11 €",,,
14286,"
Chicles sabor hierbabuena White Orbit 14 ud.","
 14 Ud. |
1,51 €/ud","1,51 €",,,
14287,"
Caramelo Toy Popups 10 g.","
 10 G. |
200,00 €/kg","2,00 €",,,
14288,"
Caramelos Spiderman 5 g.","
 5 G. |
1.230,00 €/kg","6,15 €",,,
14289,"
Caramelos Toy 21 g.","
 21 G. |
297,62 €/kg","6,25 €",,,
14290,"
Calendario de adviento Haribo 300 g.","
 300 G. |
26,17 €/kg","7,85 €",,,
14291,,,,,,
14292,"
Jamón cocido en lonchas sandwich Carrefour sin gluten 450 g.","
 450 G. |
4,40 €/kg","1,98 €",,,
14293,"
Jamón sandwich en lonchas Carrefour sin gluten 300 g.","
 300 G. |
4,70 €/kg","1,41 €",,,
14294,"
Jamón cocido loncha fina sin sal 200 g","
 200 G |
9,00 €/kg","1,80 €",,,
14295,"
Jamón cocido extra Artesano El Pozo 120 g.","
 120 G. |
14,58 €/kg",,"
1,93 €","
1,75 €",3x2
14296,"
Jamón cocido extra artesano loncheado ElPozo 190 g","
 190 G |
12,11 €/kg","2,30 €",,,3x2
14297,"
Lacón curado El Chico sin gluten y sin lactosa 300 g.","
 300 G. |
12,33 €/kg","3,70 €",,,
14298,"
Jamoninos Junior Campofrío 125 g.","
 125 G. |
16,80 €/kg","2,10 €",,,
14299,"
Jamón cocido extra lonchas finas El Pozo sin lactosa pack de 2 unidades de 150 g.","
 Pack 2x150 G. |
10,00 €/kg","3,00 €",,,
14300,"
Jamón cocido extra en lonchas finas y enteras Argal Bonnatur sin gluten y sin lactosa 110 g.","
 110 G. |
16,91 €/kg","1,86 €",,,
14301,"
Jamón cocido extra en lonchas finas braseado El Pozo sin gluten 85 g.","
 85 G. |
11,76 €/kg","1,00 €",,,
14302,"
Jamón cocido lonchas finas El Pozo sin gluten 90 g.","
 90 G. |
11,76 €/kg","1,00 €",,,
14303,"
Fiambre cocido pieza Carrefour 1 Kg.","
 1 Kg. |
3,45 €/kg","3,45 €",,,
14304,"
Paleta de jamón cocido asada al horno extra en lonchas sin gluten y sin lactosa 150 g","
 150 G |
13,27 €/kg","1,99 €",,,
14305,"
Jamón cocido extra lonchas finas Carrefour pack de 2 unidades de 200 g.","
 Pack 2x200 G. |
7,75 €/kg","3,10 €",,,
14306,"
Jamón cocido en lonchas sin azúcares Bonnatur sin gluten sin lactosa 200 g.","
 200 G. |
14,50 €/kg","2,90 €",,,
14307,"
Jamón cocido finas lonchas Monells 230 g.","
 230 G. |
8,00 €/kg","2,00 €",,,
14308,"
Jamón cocido extra sin fosfatos Bonnatur 235 g","
 235 G |
12,55 €/kg","2,95 €",,,
14309,"
Lacón coido cortado a mano El charcutero sin gluten sin lactosa 150 g.","
 150 G. |
16,67 €/kg","2,50 €",,,
14310,"
Lacón para ensaladas en taquitos El charcutero sin gluten sin lactosa pack de 2 unidades de 55 g.","
 Pack 2x55 G. |
14,45 €/kg","1,59 €",,,
14311,"
Paleta cocida loncheada ElPozo 300 g","
 300 G |
7,17 €/kg","2,15 €",,,3x2
14312,"
Jamón extra en lonchas westfalia El pozo Legado sin gluten sin lactosa 140 g.","
 140 G. |
14,29 €/kg","2,00 €",,,
14313,"
Chicharrón frito en lonchas El Charcutero sin gluten 150 g.","
 150 G. |
16,67 €/kg","2,50 €",,,
14314,"
Jamón cocido extrajugoso Campofrío Cuida-t + sin gluten y sin lactosa 75 g.","
 75 G. |
14,27 €/kg","1,07 €",,,
14315,"
Jamón cocido extra  pack de 2 unidades de 180 g","
 Envase De  |
11,08 €/kg","3,99 €",,,3x2
14316,,,,,,
14317,"
Chocolate negro con frambuesas y grosellas Lindt Les Grandes 150 g.","
 150 G. |
22,60 €/kg","3,39 €",,,
14318,"
Chocolate negro 98% ecológico Ethiquable 100 g.","
 100 G. |
34,50 €/kg","3,45 €",,,
14319,"
Huevo de chocolate con sorpresa Kinder 21 g.","
 21 G. |
71,00 €/kg","1,42 €",,,
14320,"
Chocolate negro 70% ecológico Oxfam Intermón 100 g.","
 100 G. |
23,90 €/kg","2,39 €",,,
14321,"
Cacahuete cubierto de chocolate Conguitos 240 g.","
 240 G. |
10,91 €/kg","2,40 €",,,
14322,"
Grageas de chocolate Lacasitos Lacasa pack de 5 unidades de 20 g.","
 Pack 5x20 G. |
26,00 €/kg","2,60 €",,,
14323,"
Bolitas de galleta cubierta de chocolate con leche Maltesers 175 g.","
 175 G. |
16,29 €/kg","2,85 €",,,
14324,"
Barritas mini de galleta cubiertas de chocolate con leche Carrefour 23 ud.","
 23 Ud. |
7,00 €/kg","3,15 €",,,
14325,"
Bombones de avellana, almendra, trufa y chocolate negro Carrefour 470 g.","
 470 G. |
6,79 €/kg","3,19 €",,,
14326,"
Barrita de chocolate con leche relleno de crema de avellanas Kinder Bueno 2 ud.","
 44 G. |
23,26 €/kg","1,00 €",,,
14327,"
Bombones surtidos de chocolate negro, avellana y trufa sin azúcar añadido Carrefour sin gluten 198 g.","
 198 G. |
10,61 €/kg","2,10 €",,,
14328,"
Pastel de yema Carrefour 300 g.","
 300 G. |
10,00 €/kg","3,00 €",,,3x2
14329,"
Chocolate con leche con nueces y fruta Cadbury 200 g.","
 200 G. |
17,15 €/kg","3,43 €",,,
14330,"
Bombones surtidos selección sin azúcar añadido Valor sin gluten 200 g.","
 200 G. |
23,25 €/kg","4,65 €",,,
14331,"
Turrón de Alicante De Nuestra Tierra sin gluten 250 g.","
 250 G. |
23,00 €/kg","5,75 €",,,2x1 Acumulación
14332,"
Chocolate con leche relleno de leche patrulla canina Lacasa sin gluten 150 g.","
 150 G. |
9,76 €/kg","1,22 €",,,
14333,"
Grageas de chocolate negro rellenas de arándanos y açai sensation fruit Lindt 150 g.","
 150 G. |
26,67 €/kg","4,00 €",,,
14334,"
Bombones surtidos Prestige Ferrero 21 ud.","
 21 Ud. |
36,14 €/kg",,"
8,90 €","
8,89 €",
14335,"
Chocolate con leche relleno de barquillo Carrefour 140 g.","
 140 G. |
7,64 €/kg","1,07 €",,,
14336,"
Chocolate negro 75% ecológico Ethiquable 100 g.","
 100 G. |
24,00 €/kg","2,40 €",,,
14337,"
Barrita de galleta crujiente cubierta de chocolate Twin Bar Schar sin gluten 64,5 g.","
  64,5 G. |
41,41 €/kg","2,65 €",,,
14338,"
Chocolate negro con almendras enteras Lindt 300 g.","
 300 G. |
18,17 €/kg","5,45 €",,,
14339,"
Barrita de crema de avellanas cubiertas de chocolate con leche Schär  sin gluten 100 g.","
 100 G. |
34,33 €/kg","1,03 €",,,
14340,"
Turrón de chocolate blanco crujiente Carrefour sin gluten 250 g.","
 250 G. |
6,20 €/kg","1,55 €",,,3x2
14341,,,,,,
14342,"
Café skinny latte Starbucks sin lactosa sin azúcares añadidos 220 g.","
 220 G. |
7,91 €/l","1,74 €",,,
14343,"
Café espresso de Colombia en cápsulas Carrefour Selección compatible con Nespresso 10 unidades de 5,2 g.","
 10 Ud. |
45,96 €/kg","2,39 €",,,
14344,"
Café grano natural Abbantia 1 kg.","
 1 Kg. |
5,45 €/kg","5,45 €",,,
14345,"
Café americano en cápsulas Nescafé Dolce Gusto 16 unidades de 10 g.","
 16 Ud. |
26,56 €/kg","4,25 €",,,
14346,"
Café lungo clássico en cápsulas Illy compatible con Nespresso 10 unidades de 5,7 g.","
 10 Ud. |
78,07 €/kg","4,45 €",,,
14347,"
Café soluble natural Carrefour 100 g.","
 100 G. |
14,20 €/kg","1,42 €",,,
14348,"
Café frappuccino de vainilla Starbucks 250 ml.","
 250 Ml. |
6,96 €/l","1,74 €",,,
14349,"
Café Rose en cápsulas L'Or Espresso compatible con Nespresso 10 ud.","
 10 Ud. |
71,15 €/kg","3,70 €",,,
14350,"
Café soluble liofilizado intenso Carrefour 200 g.","
 200 G. |
23,50 €/kg","4,70 €",,,
14351,"
Café latte cappuccino Carrefour Bio sin gluten 230 ml.","
 230 Ml. |
4,30 €/l","0,99 €",,,
14352,"
Café latte macchiato en cápsulas Nescafé Dolce Gusto pack de 8 ud. ","
 8 Ud. |
29,31 €/kg","4,25 €",,,Oferta
14353,"
Café soluble natural Alta Rica Nescafé 100 g.","
 100 G. |
45,50 €/kg","4,55 €",,,
14354,"
Café espresso intenso en cápsulas Nescafé Dolce Gusto 60 ud.","
 60 Ud. |
63,75 €/kg","15,30 €",,,3x2
14355,"
Café ristretto en cápsulas L'Or Espresso compatible con Nespresso 10 unidades de 5,2 g.","
 10 Ud. |
65,38 €/kg","3,40 €",,,
14356,"
Café molido natural arábica ecológico Mujer Oxfam Intermón 250 g.","
 250 G. |
14,76 €/kg","3,69 €",,,
14357,"
Café con leche en cápsulas Central Lechera Asturiana sin lactosa compatible con Dolce Gusto 16 unidades de 10 g.","
 16 Ud. |
82,00 €/kg","4,10 €",,,
14358,"
Café espresso intenso en cápsulas Illy compatible con Nespresso 10 unidades de 5,7 g.","
 10 Ud. |
78,07 €/kg","4,45 €",,,
14359,"
Café latte macchiato en cápsulas L'Or Espresso Tassimo 8 unidades de 33,4 g.","
 8 Ud. |
19,33 €/kg","5,16 €",,,
14360,"
Café molido natural Intermezzo Segafredo Zanetti 250 g.","
 250 G. |
13,78 €/kg","3,10 €",,,
14361,"
Café latte descafeinado Kaiku 230 ml.","
 230 Ml. |
6,17 €/l","1,42 €",,,
14362,"
Café molido natural Kenya Carrefour Selección 250 g.","
 250 G. |
14,00 €/kg","3,50 €",,,
14363,"
Café ristretto en cápsulas Marcilla compatible con Nespresso 10 unidades de 5,2 g.","
 10 Ud. |
0,28 €/ud","2,80 €",,,
14364,"
Café espresso en cápsulas Marcilla compatible con Dolce Gusto 14 unidades de 6 g.","
 14 Ud. |
51,79 €/kg","4,35 €",,,
14365,"
Café frappuccino Starbucks 250 ml.","
 250 Ml. |
6,96 €/l","1,74 €",,,
14366,,,,,,
14367,"
Jamón cocido extra sin fosfatos Bonnatur Argal al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
9,95 €/kg",,"
1,79 €","
1,49 €",
14368,"
Pechuga de pavo natural asada Frial al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
15,30 €/kg","2,29 €",,,
14369,"
Jamón cocido extra Campofrío al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
9,95 €/kg",,"
1,64 €","
1,49 €",
14370,"
Pechuga de pavo Campofrío al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
9,55 €/kg","1,43 €",,,
14371,"
Jamón cocido extra El Pozo Edición 1954 al corte sin fosfatos, sin gluten  y sin lactosa 150 g aprox","
 Envase De 150.0 G. Aprox |
11,95 €/kg","1,79 €",,,
14372,"
Pechuga de Pavo Bonnatur Argal al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
9,95 €/kg",,"
1,94 €","
1,49 €",
14373,"
Pechuga de pavo braseada artesana Campofrío al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
15,85 €/kg","2,38 €",,,
14374,"
Pechuga de pavo braseada El Pozo Edición 1954 al corte sin gluten y sin lactosa 150 g aprox","
 Envase De 150.0 G. Aprox |
11,95 €/kg","1,79 €",,,
14375,"
Jamón cocido extra braseado El Pozo Edición 1954 al corte sin gluten 150 g aprox","
 Envase De 150.0 G. Aprox |
11,95 €/kg","1,79 €",,,
14376,"
Jamón cocido premier braseado Argal al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
8,95 €/kg","1,34 €",,,
14377,"
Mortadela ibérica Legado ElPozo al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
7,10 €/kg","1,06 €",,,
14378,"
Pechuga de pavo ElPozo al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
10,20 €/kg","1,53 €",,,
14379,"
Pechuga de pavo sin sal 0% grasa ElPozo al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
11,95 €/kg","1,79 €",,,
14380,"
Chopped de lata cuadrada La Selva al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
9,00 €/kg","1,35 €",,,
14381,"
Jamón cocido extra sin sal  0% grasa El Pozo al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
11,95 €/kg","1,79 €",,,
14382,"
Mortadela big bologna Oscar Mayer al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
10,40 €/kg","1,56 €",,,
14383,"
Chopped Pork ElPozo al corte 150 g aprox","
 Envase De 150.0 G. Aprox |
5,50 €/kg","0,82 €",,,
14384,"
Mortadela de pavo con aceitunas ElPozo al corte 250 g aprox","
 Envase De  250.0 G. Aprox |
6,55 €/kg","1,64 €",,,
14385,"
Jamon cocido extra La Selva al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
16,85 €/kg","2,53 €",,,
14386,"
Jamón de pavo al corte 150 g aprox","
 Sobre De 150.0 G. Aprox |
11,95 €/kg","1,79 €",,,
14387,"
Pechuga de pollo asada El Pozo Legado al corte sin lactosa 150 g aprox","
 Envase De 150.0 G. Aprox |
13,25 €/kg","1,99 €",,,
14388,"
Pechuga de pavo Asada El Pozo Legado al corte sin lactosa 150 g aprox","
 Envase De 150.0 G. Aprox |
14,95 €/kg","2,24 €",,,
14389,"
Jamón cocido BNT Duroc Argal al corte 300 g aprox","
 Envase De  300.0 G. Aprox |
10,95 €/kg",,"
4,35 €","
3,28 €",
14390,"
Pechuga de pollo natural Frial al corte 150 g aprox","
 Envase De  150.0 G. Aprox |
12,65 €/kg","1,90 €",,,
14391,,,,,,
14392,"
Fuet espetec curado 210 g","
 210 G |
9,76 €/kg","2,05 €",,,3x2
14393,"
Lomo curado embuchado loncheado Embutidos España bipack (2x75g) envase 150 g","
 150 G |
16,00 €/kg","2,40 €",,,3x2
14394,"
Taquitos de jamón serrano Navidul sin gluten 120 g.","
 120 G. |
16,67 €/kg",,"
2,10 €","
2,00 €",3x2
14395,"
Jamón cocido extra en lonchas sin gluten y sin lactosa 180 g","
 180 G |
12,50 €/kg","2,25 €",,,3x2
14396,"
Salchichas cocidas Bratwurst Campofrío 260 g.","
 260 G. |
7,88 €/kg",,"
2,20 €","
2,05 €",2x1 Acumulación
14397,"
Mortadela Tp Ricura ElPozo 250 g","
 Envase De |
3,40 €/kg","0,85 €",,,3x2
14398,"
Lacón cocido extra y ahumado a la leña en lonchas sin gluten y sin lactosa 180 g","
 180 G |
12,50 €/kg","2,25 €",,,3x2
14399,"
Mortadela de pavo en lonchas El Pozo sin gluten 225 g.","
 225 G. |
7,78 €/kg","1,75 €",,,3x2
14400,"
Pechuga pavo mini Campofrío - Pavofrío 380 g.","
 380 G. |
8,95 €/kg",,"
3,50 €","
3,40 €",3x2
14401,"
Mortadela con aceitunas lonchas El Pozo sin gluten 225 g.","
 225 G. |
7,29 €/kg","1,64 €",,,3x2
14402,"
Salami extra loncheado Tello bipack 2 envases 120 g","
 240 G |
5,83 €/kg","1,40 €",,,3x2
14403,"
Salchichas Jumbo de queso con bacon Oscar Mayer 350 g.","
 350 G. |
6,00 €/kg","2,10 €",,,3x2
14404,"
Jamón de cebo ibérico 50% raza ibérica pieza de 7 kg aprox","
 7 Kg |
11,33 €/kg",,"
125,00 €","
85,00 €",
14405,"
Mortadela siciliana em lonchas El Pozo si gluten 225 g.","
 225 G. |
7,29 €/kg","1,64 €",,,3x2
14406,"
Pechuga de pavo reducida en sal y sin grasa El Pozo Bienstar sin gluten sin lactosa 340 g.","
 340 G. |
8,97 €/kg","3,05 €",,,2x1 Acumulación
14407,"
Jamón cocido al vapor Campofrío Finissimas sin gluten y sin lactosa 115 g.","
 115 G. |
16,17 €/kg","1,86 €",,,3x2
14408,"
Salchichas cocidas y ahumadas estilo Baviera Campofrío 260 g.","
 260 G. |
8,46 €/kg","2,20 €",,,2x1 Acumulación
14409,"
Chorizo picante extra sarta Palacios 250 g.","
 250 G. |
13,40 €/kg",,"
3,46 €","
3,35 €",3x2
14410,"
Pechuga de pavo Campofrío Finissimas 115 g.","
 115 G.  |
16,17 €/kg","1,86 €",,,3x2
14411,"
Pechuga de pavo loncheada como recien cortado Campofrío envase 160 g","
 160 G |
15,00 €/kg","2,40 €",,,2x1 Acumulación
