,Seccion,Categoria,Descripcion,Precio/Kg,Precio,PrecioPrevio,Ofertas,Promociones,Enlace
11,Cuidado y Protección Corporal,"
Pies","
Crema de pies talones agrietados Scholl 60 ml.","11,75 €/100 ml","7,05 €",,,,https://www.carrefour.es/supermercado/crema-de-pies-talones-agrietados-scholl-60-ml-scholl/R-540201782/p
12,Cuidado y Protección Corporal,"
Pies","
CR.PIES REPARADORA EUDERMIN75","3,60 €/100 ml","2,70 €",,,,https://www.carrefour.es/supermercado/cr-pies-reparadora-eudermin75-eudermin/R-521001046/p
13,Cuidado y Protección Corporal,"
Pies","
Talco desodorante para pies aloe Babaria 100 ml.","2,75 €/100 ml","2,75 €",,,,https://www.carrefour.es/supermercado/talco-desodorante-para-pies-aloe-babaria-100-ml-babaria/R-prod224489/p
14,Cuidado y Protección Corporal,"
Pies","
Loción Piernas Cansadas Arnica Instituto Español 500 ml.","0,62 €/100 ml","3,10 €",,,,https://www.carrefour.es/supermercado/locion-piernas-cansadas-arnica-instituto-espanol-500-ml-instituto-espanol/R-856600446/p
15,Cuidado y Protección Corporal,"
Pies","
Crema para pies pieles atópicas Instituto Español","3,60 €/100 ml","3,60 €",,,,https://www.carrefour.es/supermercado/crema-para-pies-pieles-atopicas-instituto-espanol-instituto-espanol/R-fprod1200266/p
16,Cuidado y Protección Corporal,"
Pies","
Crema desodorante para pies con mentol Carrefour 125 ml.","2,48 €/100 ml","3,10 €",,,,https://www.carrefour.es/supermercado/crema-desodorante-para-pies-con-mentol-carrefour-125-ml-carrefour/R-845700320/p
17,Cuidado y Protección Corporal,"
Pies","
LOC.PIE BYRELAX  ANTITR. 200","1,90 €/100 ml","3,80 €",,,,https://www.carrefour.es/supermercado/loc-pie-byrelax-antitr-200-byly/R-521001060/p
18,Cuidado y Protección Corporal,"
Pies","
Polvos 2 en 1 para pies y calzado fresh step Scholl 75 g.","79,33 €/kg","5,95 €",,,,https://www.carrefour.es/supermercado/polvos-2-en-1-para-pies-y-calzado-fresh-step-scholl-75-g-scholl/R-521001050/p
19,Cuidado y Protección Corporal,"
Pies","
Crema piernas ligeras Arnica Instituto Español 150 ml.","1,77 €/100 ml","2,65 €",,,,https://www.carrefour.es/supermercado/crema-piernas-ligeras-arnica-instituto-espanol-150-ml-instituto-espanol/R-856700420/p
20,Cuidado y Protección Corporal,"
Pies","
Mascarillas de pies con aceite de macadamia hidratante Scholl 1 par.","4,95 €/ud","4,95 €",,,,https://www.carrefour.es/supermercado/mascarillas-de-pies-con-aceite-de-macadamia-hidratante-scholl-1-par-scholl/R-VC4AECOMM-494686/p
21,Cuidado y Protección Corporal,"
Pies","
Apósitos anti-ampollas Scholl 5 ud.","3,83 €/100 ml","5,75 €",,,,https://www.carrefour.es/supermercado/apositos-anti-ampollas-scholl-5-ud-scholl/R-521001054/p
22,Cuidado y Protección Corporal,"
Productos para Viaje","
Crema de manos hidratante Carrefour 30 ml.","3,57 €/100 ml","1,07 €",,,,https://www.carrefour.es/supermercado/crema-de-manos-hidratante-carrefour-30-ml-carrefour/R-prod820264/p
23,Cuidado y Protección Corporal,"
Productos para Viaje","
Desodorante Dove 35 ml.","9,00 €/kg","1,08 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-dove-35-ml-dove/R-638301757/p
24,Cuidado y Protección Corporal,"
Productos para Viaje","
Mascarilla reparadora Gliss 20 ml.","5,20 €/100 ml","1,04 €",,,,https://www.carrefour.es/supermercado/mascarilla-reparadora-gliss-20-ml-gliss/R-546306624/p
25,Cuidado y Protección Corporal,"
Productos para Viaje","
Crema lata Nivea 75 ml.","2,67 €/100 ml","2,00 €",,,3x2,https://www.carrefour.es/supermercado/crema-lata-nivea-75-ml-nivea/R-546306628/p
26,Cuidado y Protección Corporal,"
Productos para Viaje","
Champú hidratación intensa para cabello seco o dañado de viaje Tresemmé 100 ml.","0,98 €/100 ml","0,98 €",,,3x2,https://www.carrefour.es/supermercado/champu-hidratacion-intensa-para-cabello-seco-o-danado-de-viaje-tresemme-100-ml-tresemme/R-774909424/p
27,Cuidado y Protección Corporal,"
Productos para Viaje","
Agua micelar todo en 1 Garnier Skin Active 100 ml.","1,61 €/100 ml","1,61 €",,,3x2,https://www.carrefour.es/supermercado/agua-micelar-todo-en-1-garnier-skin-active-100-ml-garnier-skinactive/R-prod420327/p
28,Cuidado y Protección Corporal,"
Productos para Viaje","
Acondicionador hidratación intensa para cabello seco o dañado de viaje Tresemmé 100 ml.","0,98 €/100 ml","0,98 €",,,3x2,https://www.carrefour.es/supermercado/acondicionador-hidratacion-intensa-para-cabello-seco-o-danado-de-viaje-tresemme-100-ml-tresemme/R-764905877/p
29,Cuidado y Protección Corporal,"
Productos para Viaje","
Desmaquillador todo en 1 Agua Micelar MicellAir Nivea 100 ml.","1,44 €/100 ml","1,44 €",,,3x2,https://www.carrefour.es/supermercado/desmaquillador-todo-en-1-agua-micelar-micellair-nivea-100-ml-nivea/R-prod420244/p
30,Cuidado y Protección Corporal,"
Productos para Viaje","
Gel Dove 55 ml.","2,07 €/100 ml","1,14 €",,,3x2,https://www.carrefour.es/supermercado/gel-dove-55-ml-dove/R-546306626/p
31,Cuidado y Protección Corporal,"
Productos para Viaje","
Crema hidratante intensiva Nivea 50 ml.","2,12 €/100 ml","1,06 €",,,3x2,https://www.carrefour.es/supermercado/crema-hidratante-intensiva-nivea-50-ml-nivea/R-520664707/p
32,Cuidado y Protección Corporal,"
Productos para Viaje","
Dentífrico original y cepillo de dientes Colgate 1 ud.","2,40 €/ud","2,40 €",,,3x2,https://www.carrefour.es/supermercado/dentifrico-original-y-cepillo-de-dientes-colgate-1-ud-colgate/R-714518078/p
33,Cuidado y Protección Corporal,"
Productos para Viaje","
Dentífrico original Colgate Total pack de 3 unidades de 20 ml.","5,33 €/100 ml","3,20 €",,,3x2,https://www.carrefour.es/supermercado/dentifrico-original-colgate-total-pack-de-3-unidades-de-20-ml-colgate-total/R-prod1070232/p
34,Cuidado y Protección Corporal,"
Productos para Viaje","
Espuma de afeitar piel sensible La Toja 100 ml.","1,83 €/100 ml","1,83 €",,,,https://www.carrefour.es/supermercado/espuma-de-afeitar-piel-sensible-la-toja-100-ml-la-toja/R-589706302/p
35,Cuidado y Protección Corporal,"
Productos para Viaje","
Crema hidratante de cara y cuerpo soft Carrefour 50 ml.","1,92 €/100 ml","0,96 €",,,,https://www.carrefour.es/supermercado/crema-hidratante-de-cara-y-cuerpo-soft-carrefour-50-ml-carrefour/R-prod820265/p
36,Cuidado y Protección Corporal,"
Productos para Viaje","
Gel mini classic Moussel 60 ml.","1,85 €/100 ml","1,11 €",,,,https://www.carrefour.es/supermercado/gel-mini-classic-moussel-60-ml-moussel/R-prod730551/p
37,Cuidado y Protección Corporal,"
Productos para Viaje","
Solución unica de lentillas Carrefour 100 ml.","3,15 €/100 ml","3,15 €",,,,https://www.carrefour.es/supermercado/solucion-unica-de-lentillas-carrefour-100-ml-carrefour/R-618303439/p
38,Cuidado y Protección Corporal,"
Productos para Viaje","
Set de viaje Botellas rellenables de 3x100 ml + 50 ml. 1 ud.","3,10 €/ud","3,10 €",,,,https://www.carrefour.es/supermercado/set-de-viaje-botellas-rellenables-de-3x100-ml-50-ml-1-ud-/R-prod180228/p
39,Cuidado y Protección Corporal,"
Productos para Viaje","
Crema manos y cuerpo para viaje Instituto Español 100 ml.","1,11 €/100 ml","1,11 €",,,,https://www.carrefour.es/supermercado/crema-manos-y-cuerpo-para-viaje-instituto-espanol-100-ml-instituto-espanol/R-664811144/p
40,Cuidado y Protección Corporal,"
Productos para Viaje","
Desodorante invisible For Black & White original spray Nivea 100 ml.","2,10 €/100 ml","2,10 €",,,3x2,https://www.carrefour.es/supermercado/desodorante-invisible-for-black-white-original-spray-nivea-100-ml-nivea/R-prod960030/p
41,Cuidado y Protección Corporal,"
Productos para Viaje","
Colonia concentrada Gotas Frescas 80 ml.","3,31 €/100 ml","2,65 €",,,,https://www.carrefour.es/supermercado/colonia-concentrada-gotas-frescas-80-ml-gotas-de-oro/R-700708700/p
42,Cuidado y Protección Corporal,"
Productos para Viaje","
Agua micelar en aceite Garnier Skin Active 100 ml.","1,59 €/100 ml","1,59 €",,,3x2,https://www.carrefour.es/supermercado/agua-micelar-en-aceite-garnier-skin-active-100-ml-garnier-skinactive/R-prod720924/p
43,Cuidado y Protección Corporal,"
Productos para Viaje","
Gel de baño de viaje para pieles atópicas Instituto Español 100 ml.","1,87 €/100 ml","1,87 €",,,,https://www.carrefour.es/supermercado/gel-de-bano-de-viaje-para-pieles-atopicas-instituto-espanol-100-ml-instituto-espanol/R-prod300848/p
44,Cuidado y Protección Corporal,"
Productos para Viaje","
Mini neceser de viaje Mujer Dove 1 ud.","6,30 €/ud","6,30 €",,,3x2,https://www.carrefour.es/supermercado/mini-neceser-de-viaje-mujer-dove-1-ud-dove/R-prod211430/p
45,Cuidado y Protección Corporal,"
Productos para Viaje","
Champú Cerezas rojas para cabello normal Les Cosmétiques Nectar of Beauty 75 ml.","1,36 €/100 ml","1,02 €",,,,https://www.carrefour.es/supermercado/champu-cerezas-rojas-para-cabello-normal-les-cosmetiques-nectar-of-beauty-75-ml-lcs-nectar-of-nature/R-656901767/p
46,,,"
Dentifrico frescor con agua de menta Carrefour Soft Bio 75 ml.","2,80 €/100 ml","2,10 €",,,,https://www.carrefour.es/supermercado/dentifrico-frescor-con-agua-de-menta-carrefour-soft-bio-75-ml-carrefour/R-VC4AECOMM-446661/p?prtId=cat20030
47,,,"
Cepillo de dientes bamboo medium ecológico Soft Carrefour 1 ud.","2,10 €/ud","2,10 €",,,,https://www.carrefour.es/supermercado/cepillo-de-dientes-bamboo-medium-ecologico-soft-carrefour-1-ud-carrefour/R-VC4AECOMM-477975/p?prtId=cat20030
48,,,"
Dentífrico niños sin fluor ecológico Neobio 50 ml.","6,90 €/100 ml","3,45 €",,,,https://www.carrefour.es/supermercado/dentifrico-ninos-sin-fluor-ecologico-neobio-50-ml-neobio/R-prod62658/p?prtId=cat20030
49,,,"
Dentífrico de romero sin flúor ecológico Neobio 75 ml.","4,93 €/100 ml","3,70 €",,,,https://www.carrefour.es/supermercado/dentifrico-de-romero-sin-fluor-ecologico-neobio-75-ml-neobio/R-prod120352/p?prtId=cat20030
50,,,"
Cepillo de dientes  bamboo soft ecológico Soft Carrefour 1 ud.","2,10 €/ud","2,10 €",,,,https://www.carrefour.es/supermercado/cepillo-de-dientes-bamboo-soft-ecologico-soft-carrefour-1-ud-carrefour/R-VC4AECOMM-477977/p?prtId=cat20030
51,,,"
Enjuague bucal menta natural ecológico Vademecum 250 ml.","2,06 €/100 ml","5,15 €",,,,https://www.carrefour.es/supermercado/enjuague-bucal-menta-natural-ecologico-vademecum-250-ml-vademecum/R-prod1030082/p?prtId=cat20030
52,,,"
Dentífrico menta cuidado diario ecológico Logodent 75 ml.","4,80 €/100 ml","3,60 €",,,,https://www.carrefour.es/supermercado/dentifrico-menta-cuidado-diario-ecologico-logodent-75-ml-logona/R-prod80542/p?prtId=cat20030
53,,,"
Gel limpidor suave para todo tipo de pieles ecologico Nectar Of Bio 150 ml.","1,83 €/100 ml","2,75 €",,,,https://www.carrefour.es/supermercado/gel-limpidor-suave-para-todo-tipo-de-pieles-ecologico-nectar-of-bio-150-ml-nectar-of-bio/R-VC4AECOMM-462245/p?prtId=cat20033
54,,,"
Toallitas desmaquillantes suaves Nectar of Bio 25 ud.","0,08 €/ud","1,93 €",,,,https://www.carrefour.es/supermercado/toallitas-desmaquillantes-suaves-nectar-of-bio-25-ud-nectar-of-bio/R-VC4AECOMM-441301/p?prtId=cat20033
55,,,"
Crema de noche anti-edad aceites de lavanda y jojoba para todo tipo de pieles ecológica Ganier Bio 400 ml.","1,99 €/100 ml","7,95 €",,,3x2,https://www.carrefour.es/supermercado/crema-de-noche-anti-edad-aceites-de-lavanda-y-jojoba-para-todo-tipo-de-pieles-ecologica-ganier-bio-400-ml-garnier-bio/R-VC4AECOMM-482768/p?prtId=cat20033
56,,,"
Agua micelar de flor de azahar ecológica pieles apagadas y incluso sensibles Garnier Bio 400 ml.","1,49 €/100 ml","5,95 €",,,3x2,https://www.carrefour.es/supermercado/agua-micelar-de-flor-de-azahar-ecologica-pieles-apagadas-y-incluso-sensibles-garnier-bio-400-ml-garnier-bio/R-VC4AECOMM-482761/p?prtId=cat20033
57,,,"
Leche corporal de almendra ecológico Nectar of Bio Les Cosmétiques 250 ml.","1,66 €/100 ml","4,15 €",,,,https://www.carrefour.es/supermercado/leche-corporal-de-almendra-ecologico-nectar-of-bio-les-cosmetiques-250-ml-nectar-of-bio/R-fprod1460617/p?prtId=cat20033
58,,,"
Crema facial hidratante suavidad y brillo ecológico Nectar of Bio Les Cosmétiques 50 ml.","6,30 €/100 ml","3,15 €",,,,https://www.carrefour.es/supermercado/crema-facial-hidratante-suavidad-y-brillo-ecologico-nectar-of-bio-les-cosmetiques-50-ml-nectar-of-bio/R-fprod1460618/p?prtId=cat20033
59,,,"
Leche desmaquillante suave con extracto de alga para todo tipo de pieles ecológica Nectar Of Bio 200 ml.","1,30 €/100 ml","2,60 €",,,,https://www.carrefour.es/supermercado/leche-desmaquillante-suave-con-extracto-de-alga-para-todo-tipo-de-pieles-ecologica-nectar-of-bio-200-ml-nectar-of-bio/R-VC4AECOMM-477967/p?prtId=cat20033
60,,,"
Tónico facial detox para todo tipo de pieles 
ecologico Nectar Of Bio 200 ml.","1,38 €/100 ml","2,75 €",,,,https://www.carrefour.es/supermercado/tonico-facial-detox-para-todo-tipo-de-pieles-ecologico-nectar-of-bio-200-ml-nectar-of-bio/R-VC4AECOMM-462133/p?prtId=cat20033
61,,,"
Agua micelar suave con extracto de alga marina para todo tipo de pieles ecológica Nectar Of Bio 400 ml.","1,31 €/100 ml","5,25 €",,,,https://www.carrefour.es/supermercado/agua-micelar-suave-con-extracto-de-alga-marina-para-todo-tipo-de-pieles-ecologica-nectar-of-bio-400-ml-nectar-of-bio/R-VC4AECOMM-477973/p?prtId=cat20033
62,,,"
Crema anti-edad día para todo tipo de pieles con aceite argán ecológica So´bio 50 ml.","26,90 €/100 ml","13,45 €",,,,https://www.carrefour.es/supermercado/crema-anti-edad-dia-para-todo-tipo-de-pieles-con-aceite-argan-ecologica-so-bio-50-ml-so-bio/R-fprod1380183/p?prtId=cat20033
63,,,"
Agua micelar antiedad argan ecológica So'Bio 500 ml.","1,88 €/100 ml","9,40 €",,,,https://www.carrefour.es/supermercado/agua-micelar-antiedad-argan-ecologica-so-bio-500-ml-so-bio/R-fprod1380182/p?prtId=cat20033
64,,,"
Sérum antiedad argan ecológico So'Bio 30 ml.","44,83 €/100 ml","13,45 €",,,,https://www.carrefour.es/supermercado/serum-antiedad-argan-ecologico-so-bio-30-ml-so-bio/R-fprod1380186/p?prtId=cat20033
65,,,"
Agua micelar ecológica Only Bio 250 ml.","3,14 €/100 ml","7,85 €",,,,https://www.carrefour.es/supermercado/agua-micelar-ecologica-only-bio-250-ml-only-bio/R-fprod1370251/p?prtId=cat20033
66,,,"
Crema ligera hidratante 24 h para piel normal y mixta con jugo de aloe vera y ácido hialurónico ecológica So´bio 50 ml.","22,70 €/100 ml","11,35 €",,,,https://www.carrefour.es/supermercado/crema-ligera-hidratante-24-h-para-piel-normal-y-mixta-con-jugo-de-aloe-vera-y-acido-hialuronico-ecologica-so-bio-50-ml-so-bio/R-VC4AECOMM-501399/p?prtId=cat20033
67,,,"
Gel limpiador detox con citronela ecológico Garnier 150 ml.","3,97 €/100 ml","5,95 €",,,3x2,https://www.carrefour.es/supermercado/gel-limpiador-detox-con-citronela-ecologico-garnier-150-ml-garnier-bio/R-prod1161004/p?prtId=cat20033
68,,,"
Crema de día anti-edad ecológica Garnier 50 ml.","15,90 €/100 ml","7,95 €",,,3x2,https://www.carrefour.es/supermercado/crema-de-dia-anti-edad-ecologica-garnier-50-ml-garnier-bio/R-prod1161011/p?prtId=cat20033
69,,,"
Aceite reafirmante de lavanda para rostro ecológico Garnier 30 ml.","28,17 €/100 ml","8,45 €",,,3x2,https://www.carrefour.es/supermercado/aceite-reafirmante-de-lavanda-para-rostro-ecologico-garnier-30-ml-garnier-bio/R-prod1161007/p?prtId=cat20033
70,,,"
Crema hidratante equilibrante de citronela ecológica Garnier 50 g.","14,30 €/100 ml","7,15 €",,,3x2,https://www.carrefour.es/supermercado/crema-hidratante-equilibrante-de-citronela-ecologica-garnier-50-g-garnier-bio/R-prod1161006/p?prtId=cat20033
71,,,"
Discos desmaquillantes suaves ecológicos Carrefour Bio 70 ud.","0,02 €/ud","1,39 €",,,,https://www.carrefour.es/supermercado/discos-desmaquillantes-suaves-ecologicos-carrefour-bio-70-ud-carrefour/R-551303301/p?prtId=cat20033
72,,,"
Aceite corporal con aceites de argán y albaricoque ecológico  Nectar Of Bio Les Comestiques 100 ml.","4,20 €/100 ml","4,20 €",,,,https://www.carrefour.es/supermercado/aceite-corporal-con-aceites-de-argan-y-albaricoque-ecologico-nectar-of-bio-les-comestiques-100-ml-lcs-nectar-of-nature/R-VC4AECOMM-477385/p?prtId=cat20033
73,,,"
Loción corporal aloe & açai Bio Neobio 500 ml.","2,48 €/100 ml","12,40 €",,,,https://www.carrefour.es/supermercado/locion-corporal-aloe-acai-bio-neobio-500-ml-sante/R-prod810913/p?prtId=cat20033
74,,,"
Discos mini desmaquillantes algodón ecológico Anaé 4 ud.","1,78 €/ud","7,10 €",,,,https://www.carrefour.es/supermercado/discos-mini-desmaquillantes-algodon-ecologico-anae-4-ud-anae/R-VC4AECOMM-440775/p?prtId=cat20033
75,,,"
Manteca de Karité ecológica Terre D' Ecologis 100 ml.","78,50 €/kg","7,85 €",,,,https://www.carrefour.es/supermercado/manteca-de-karite-ecologica-terre-d-ecologis-100-ml-terre-d-ecologis/R-814634930/p?prtId=cat20033
76,,,"
Crema facial anti-edad 24h ecológico Neobio 50 ml.","18,80 €/100 ml","9,40 €",,,,https://www.carrefour.es/supermercado/crema-facial-anti-edad-24h-ecologico-neobio-50-ml-neobio/R-prod61542/p?prtId=cat20033
77,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Descalcificador Pequeño Electrodoméstico Carrefour 500 ml.","3,60 €/l","1,80 €",,,,https://www.carrefour.es/supermercado/descalcificador-pequeno-electrodomestico-carrefour-500-ml-carrefour/R-fprod1460561/p
78,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador de hornos con soda cáustica Carrefour 500 ml.","3,62 €/l","1,81 €",,,,https://www.carrefour.es/supermercado/limpiador-de-hornos-con-soda-caustica-carrefour-500-ml-carrefour/R-650501947/p
79,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador de hornos Mr. Forza 300 ml.","17,83 €/l","5,35 €",,,,https://www.carrefour.es/supermercado/limpiador-de-hornos-mr-forza-300-ml-forza/R-521001438/p
80,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiahogar multisuperficies con oxígeno activo Chubb 1 l.","1,42 €/l","1,42 €",,,,https://www.carrefour.es/supermercado/limpiahogar-multisuperficies-con-oxigeno-activo-chubb-1-l-chubb/R-805505061/p
81,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador de hornos Cif 1,5 l.","9,89 €/l","4,30 €",,,3x2,https://www.carrefour.es/supermercado/limpiador-de-hornos-cif-1-5-l-cif/R-824651579/p
82,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador de aceros inoxidables Carrefour 500 ml.","3,00 €/l","1,50 €",,,,https://www.carrefour.es/supermercado/limpiador-de-aceros-inoxidables-carrefour-500-ml-carrefour/R-521001436/p
83,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador cocinas desinfectante limón Lysol 500 ml.","4,98 €/l","2,49 €",,,,https://www.carrefour.es/supermercado/limpiador-cocinas-desinfectante-limon-lysol-500-ml-lysol/R-VC4AECOMM-569546/p
84,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador de cacerolas, ollas y paelleras Chubb 750 ml.","2,63 €/l","1,97 €",,,,https://www.carrefour.es/supermercado/limpiador-de-cacerolas-ollas-y-paelleras-chubb-750-ml-chubb/R-804521951/p
85,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador de cafeteras Careli pack de 2 unidades de 100 ml.","31,50 €/l","3,15 €",,,,https://www.carrefour.es/supermercado/limpiador-de-cafeteras-careli-pack-de-2-unidades-de-100-ml-careli/R-546306358/p
86,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador para frigorificos Dr.Beckmann 250 ml.","18,20 €/l","4,55 €",,,,https://www.carrefour.es/supermercado/limpiador-para-frigorificos-dr-beckmann-250-ml-dr-beckmann/R-VC4AECOMM-431664/p
87,Productos para Cocina,"
Limpiadores Electrodomésticos Cocina","
Limpiador en spray para cocinas Inoxclen 450 ml.","14,11 €/l","6,35 €",,,5€ dto.,https://www.carrefour.es/supermercado/limpiador-en-spray-para-cocinas-inoxclen-450-ml-induclen/R-VC4AECOMM-436282/p
88,,,"
Bolsa Basura Biodegradable VILEDA Eco Bio 30l 12 ud ","0,29 €/ud","3,50 €",,,,https://www.carrefour.es/supermercado/bolsa-basura-biodegradable-vileda-eco-bio-30l-12-ud-vileda/R-VC4AECOMM-492615/p?prtId=cat20047
89,,,"
Estropajo Cilindrico Luffa Eco ROZENBAL","1,95 €/ud","1,95 €",,,,https://www.carrefour.es/supermercado/estropajo-cilindrico-luffa-eco-rozenbal-rozenbal/R-VC4AECOMM-575221/p?prtId=cat20047
90,,,"
Set de 2 Eco Estropajos con Esponja Vegetal ROZENBAL 2,6x6,9x11 cm","0,70 €/ud","1,40 €",,,,https://www.carrefour.es/supermercado/set-de-2-eco-estropajos-con-esponja-vegetal-rozenbal-2-6x6-9x11-cm-rozenbal/R-VC4AECOMM-475973/p?prtId=cat20047
91,,,"
Bolsa de Basura Biodegradable Compostable ECOPLANET 10l 15 ud 45x45 cm","0,11 €/ud","1,70 €",,,3x2,https://www.carrefour.es/supermercado/bolsa-de-basura-biodegradable-compostable-ecoplanet-10l-15-ud-45x45-cm-carrefour/R-VC4AECOMM-497407/p?prtId=cat20047
92,,,"
Bolsa de Basura Biodegradable Compostable ECOPLANET 30l 10 ud 55x60 cm ","0,20 €/ud","1,95 €",,,3x2,https://www.carrefour.es/supermercado/bolsa-de-basura-biodegradable-compostable-ecoplanet-30l-10-ud-55x60-cm-carrefour/R-VC4AECOMM-497397/p?prtId=cat20047
93,,,"
Guantes Nitrilo Biodegradables SPONTES S/M 40 ud","0,12 €/ud","4,99 €",,,3x2,https://www.carrefour.es/supermercado/guantes-nitrilo-biodegradables-spontes-s-m-40-ud-spontex/R-VC4AECOMM-490052/p?prtId=cat20047
94,,,"
Lejía con detergente limón Especial Cocinas Carrefour 2 l.","0,40 €/l",,"
0,98 €","
0,80 €",,https://www.carrefour.es/supermercado/lejia-con-detergente-limon-especial-cocinas-carrefour-2-l-carrefour/R-798285180/p?prtId=cat20045
95,,,"
Limpiahogar con Oxígeno Activo Sanytol 1,2 L","2,25 €/l",,"
2,80 €","
2,70 €",3x2,https://www.carrefour.es/supermercado/limpiahogar-con-oxigeno-activo-sanytol-1-2-l-sanytol/R-526423804/p?prtId=cat20045
96,,,"
Toallitas desinfectante multiuso Sanytol 24 ud.","0,08 €/ud",,"
2,10 €","
1,94 €",3x2,https://www.carrefour.es/supermercado/toallitas-desinfectante-multiuso-sanytol-24-ud-sanytol/R-789391523/p?prtId=cat20045
97,,,"
Limpiahogar ph neutro Don Limpio 1,5 l.","1,47 €/l","2,20 €",,,2x1 Acumulación,https://www.carrefour.es/supermercado/limpiahogar-ph-neutro-don-limpio-1-5-l-don-limpio/R-521012198/p?prtId=cat20045
98,,,"
Limpiacristales Cristasol 750 ml.","2,67 €/l",,"
2,15 €","
2,00 €",3x2,https://www.carrefour.es/supermercado/limpiacristales-cristasol-750-ml-cristasol/R-521002251/p?prtId=cat20045
99,,,"
Limpiahogar Cif 750 ml.","3,05 €/l",,"
2,40 €","
2,29 €",3x2,https://www.carrefour.es/supermercado/limpiahogar-cif-750-ml-cif/R-521001248/p?prtId=cat20045
100,,,"
Limpiahogar universal con bioalcohol Tenn 1,3 l.","1,82 €/l","2,36 €",,,5€ dto.,https://www.carrefour.es/supermercado/limpiahogar-universal-con-bioalcohol-tenn-1-3-l-tenn/R-521001811/p?prtId=cat20045
101,,,"
Limpiador multiusos Glassex 750 ml.","3,07 €/l","2,30 €",,,5€ dto.,https://www.carrefour.es/supermercado/limpiador-multiusos-glassex-750-ml-glassex/R-521002267/p?prtId=cat20045
102,,,"
LIMPIACRISTALES CRISTASOL R750","2,60 €/l","1,95 €",,,3x2,https://www.carrefour.es/supermercado/limpiacristales-cristasol-r750-cristasol/R-521002259/p?prtId=cat20045
